artist_name,song_name,genres,cluster
napalm death,breed to breathe,Heavy Metal; Hardcore; New Wave,4
napalm death,cesspits,Heavy Metal; Hardcore; New Wave,4
napalm death,cleanse impure,Heavy Metal; Hardcore; New Wave,4
napalm death,climate controllers,Heavy Metal; Hardcore; New Wave,4
napalm death,collision course,Heavy Metal; Hardcore; New Wave,3
napalm death,common enemy,Heavy Metal; Hardcore; New Wave,4
eminem,lose yourself,Hip Hop; Rap,5
eminem,the real slim shady,Hip Hop; Rap,5
eminem,rap god,Hip Hop; Rap,6
eminem,without me,Hip Hop; Rap,2
eminem,venom,Hip Hop; Rap,5
eminem,not afraid,Hip Hop; Rap,5
eminem,mockingbird,Hip Hop; Rap,2
eminem,beautiful,Hip Hop; Rap,6
eminem,my name is,Hip Hop; Rap,5
eminem,the way i am,Hip Hop; Rap,5
eminem,space bound,Hip Hop; Rap,6
eminem,higher,Hip Hop; Rap,2
eminem,just lose it,Hip Hop; Rap,2
eminem,business,Hip Hop; Rap,1
eminem,my mom,Hip Hop; Rap,1
eminem,sing for the moment,Hip Hop; Rap,2
eminem,25 to life,Hip Hop; Rap,5
eminem,almost famous,Hip Hop; Rap,6
eminem,arose,Hip Hop; Rap,5
eminem,ass like that,Hip Hop; Rap,2
eminem,baby,Hip Hop; Rap,5
eminem,bad guy,Hip Hop; Rap,2
eminem,bagpipes from baghdad,Hip Hop; Rap,1
eminem,believe,Hip Hop; Rap,5
eminem,berzerk,Hip Hop; Rap,1
eminem,big weenie,Hip Hop; Rap,1
eminem,brainless,Hip Hop; Rap,5
eminem,buffalo bill,Hip Hop; Rap,1
eminem,careful what you wish for,Hip Hop; Rap,1
eminem,castle,Hip Hop; Rap,2
drake,hotline bling,Rap; Hip Hop,1
drake,one dance,Rap; Hip Hop,1
drake,champagne poetry,Rap; Hip Hop,5
drake,ratchet happy birthday,Rap; Hip Hop,5
drake,toosie slide,Rap; Hip Hop,5
drake,finesse,Rap; Hip Hop,4
drake,do not disturb,Rap; Hip Hop,5
drake,know yourself,Rap; Hip Hop,5
drake,nonstop,Rap; Hip Hop,1
drake,legend,Rap; Hip Hop,2
drake,teenage fever,Rap; Hip Hop,1
drake,energy,Rap; Hip Hop,1
drake,jungle,Rap; Hip Hop,5
drake,passionfruit,Rap; Hip Hop,5
drake,10 bands,Rap; Hip Hop,1
drake,30 for 30 freestyle,Rap; Hip Hop,5
drake,4pm in calabasas,Rap; Hip Hop,1
drake,6 god,Rap; Hip Hop,2
drake,6 man,Rap; Hip Hop,5
drake,6pm in new york,Rap; Hip Hop,2
drake,7am on bridle path,Rap; Hip Hop,5
drake,8 out of 10,Rap; Hip Hop,6
drake,9,Rap; Hip Hop,2
drake,back to back,Rap; Hip Hop,2
drake,best i ever had,Rap; Hip Hop,5
drake,blem,Rap; Hip Hop,2
drake,blue tint,Rap; Hip Hop,6
drake,brand new,Rap; Hip Hop,6
drake,buried alive interlude,Rap; Hip Hop,5
drake,charged up,Rap; Hip Hop,1
mac miller,self care,Hip Hop; Rap; Pop,5
mac miller,blue world,Hip Hop; Rap; Pop,2
mac miller,2009,Hip Hop; Rap; Pop,5
mac miller,skin,Hip Hop; Rap; Pop,2
mac miller,ladders,Hip Hop; Rap; Pop,1
mac miller,dunno,Hip Hop; Rap; Pop,6
mac miller,inside outside,Hip Hop; Rap; Pop,3
mac miller,jet fuel,Hip Hop; Rap; Pop,1
mac miller,the spins,Hip Hop; Rap; Pop,5
mac miller,100 grandkids,Hip Hop; Rap; Pop,6
mac miller,hurt feelings,Hip Hop; Rap; Pop,2
mac miller,1 threw 8,Hip Hop; Rap; Pop,6
mac miller,all around the world,Hip Hop; Rap; Pop,6
mac miller,all i want is you,Hip Hop; Rap; Pop,5
mac miller,america,Hip Hop; Rap; Pop,5
mac miller,angel dust,Hip Hop; Rap; Pop,5
mac miller,another night,Hip Hop; Rap; Pop,1
mac miller,aquarium,Hip Hop; Rap; Pop,6
mac miller,ascension,Hip Hop; Rap; Pop,5
mac miller,ave maria,Hip Hop; Rap; Pop,1
mac miller,avian,Hip Hop; Rap; Pop,5
mac miller,bird call,Hip Hop; Rap; Pop,1
mac miller,blue slide park,Hip Hop; Rap; Pop,1
mac miller,brand name,Hip Hop; Rap; Pop,5
mac miller,break the law,Hip Hop; Rap; Pop,2
mac miller,buttons,Hip Hop; Rap; Pop,1
mac miller,clarity,Hip Hop; Rap; Pop,5
mac miller,clubhouse,Hip Hop; Rap; Pop,6
mac miller,colors and shapes,Hip Hop; Rap; Pop,5
mac miller,complicated,Hip Hop; Rap; Pop,6
lana del rey,born to die,Romântico; Indie,5
lana del rey,video games,Romântico; Indie,5
lana del rey,summertime sadness,Romântico; Indie,5
lana del rey,chemtrails over the country club,Romântico; Indie,5
lana del rey,cola,Romântico; Indie,2
lana del rey,blue jeans,Romântico; Indie,1
lana del rey,west coast,Romântico; Indie,2
lana del rey,love,Romântico; Indie,6
lana del rey,ride,Romântico; Indie,1
lana del rey,cherry,Romântico; Indie,6
lana del rey,brooklyn baby,Romântico; Indie,2
lana del rey,norman fucking rockwell,Romântico; Indie,5
lana del rey,young and beautiful,Romântico; Indie,5
lana del rey,happiness is a butterfly,Romântico; Indie,5
lana del rey,dark paradise,Romântico; Indie,5
lana del rey,diet mountain dew,Romântico; Indie,6
lana del rey,13 beaches,Romântico; Indie,2
lana del rey,24,Romântico; Indie,3
lana del rey,american,Romântico; Indie,1
lana del rey,art deco,Romântico; Indie,5
lana del rey,bartender,Romântico; Indie,5
lana del rey,bel air,Romântico; Indie,2
lana del rey,black beauty,Romântico; Indie,4
lana del rey,blue velvet,Romântico; Indie,3
lana del rey,body electric,Romântico; Indie,5
lana del rey,burning desire,Romântico; Indie,1
lana del rey,california,Romântico; Indie,5
lana del rey,carmen,Romântico; Indie,5
lana del rey,cinnamon girl,Romântico; Indie,5
lana del rey,cruel world,Romântico; Indie,5
arctic monkeys,i wanna be yours,Rock Alternativo; Rock; Indie,1
arctic monkeys,505,Rock Alternativo; Rock; Indie,1
arctic monkeys,fluorescent adolescent,Rock Alternativo; Rock; Indie,5
arctic monkeys,arabella,Rock Alternativo; Rock; Indie,1
arctic monkeys,mardy bum,Rock Alternativo; Rock; Indie,1
arctic monkeys,snap out of it,Rock Alternativo; Rock; Indie,5
arctic monkeys,a certain romance,Rock Alternativo; Rock; Indie,6
arctic monkeys,crying lightning,Rock Alternativo; Rock; Indie,1
arctic monkeys,knee socks,Rock Alternativo; Rock; Indie,5
arctic monkeys,when the sun goes down,Rock Alternativo; Rock; Indie,5
arctic monkeys,i bet you look good on the dancefloor,Rock Alternativo; Rock; Indie,3
arctic monkeys,fireside,Rock Alternativo; Rock; Indie,5
arctic monkeys,do me a favour,Rock Alternativo; Rock; Indie,5
arctic monkeys,four out of five,Rock Alternativo; Rock; Indie,5
arctic monkeys,stop the world i wanna get off with you,Rock Alternativo; Rock; Indie,5
arctic monkeys,brianstorm,Rock Alternativo; Rock; Indie,5
arctic monkeys,cornerstone,Rock Alternativo; Rock; Indie,6
arctic monkeys,old yellow bricks,Rock Alternativo; Rock; Indie,5
arctic monkeys,teddy picker,Rock Alternativo; Rock; Indie,6
arctic monkeys,she looks like fun,Rock Alternativo; Rock; Indie,4
arctic monkeys,one point perspective,Rock Alternativo; Rock; Indie,4
arctic monkeys,2013,Rock Alternativo; Rock; Indie,3
arctic monkeys,7,Rock Alternativo; Rock; Indie,3
arctic monkeys,all my own stunts,Rock Alternativo; Rock; Indie,3
arctic monkeys,american sports,Rock Alternativo; Rock; Indie,4
arctic monkeys,anyways,Rock Alternativo; Rock; Indie,3
arctic monkeys,bad woman,Rock Alternativo; Rock; Indie,3
arctic monkeys,balaclava,Rock Alternativo; Rock; Indie,1
arctic monkeys,batphone,Rock Alternativo; Rock; Indie,6
arctic monkeys,bigger boys and stolen sweethearts,Rock Alternativo; Rock; Indie,5
radiohead,karma police,Indie; Rock; Rock Alternativo,4
radiohead,no surprises,Indie; Rock; Rock Alternativo,4
radiohead,let down,Indie; Rock; Rock Alternativo,4
radiohead,paranoid android,Indie; Rock; Rock Alternativo,1
radiohead,all i need,Indie; Rock; Rock Alternativo,3
radiohead,how to disappear completely,Indie; Rock; Rock Alternativo,4
radiohead,lotus flower,Indie; Rock; Rock Alternativo,5
radiohead,present tense,Indie; Rock; Rock Alternativo,3
radiohead,separator,Indie; Rock; Rock Alternativo,5
radiohead,everything in its right place,Indie; Rock; Rock Alternativo,4
radiohead,i might be wrong,Indie; Rock; Rock Alternativo,4
radiohead,reckoner,Indie; Rock; Rock Alternativo,4
radiohead,i promise,Indie; Rock; Rock Alternativo,3
radiohead,backdrifts,Indie; Rock; Rock Alternativo,4
radiohead,15 step,Indie; Rock; Rock Alternativo,4
radiohead,4 minute warning,Indie; Rock; Rock Alternativo,3
radiohead,a reminder,Indie; Rock; Rock Alternativo,4
radiohead,a wolf at the door,Indie; Rock; Rock Alternativo,5
radiohead,airbag,Indie; Rock; Rock Alternativo,3
radiohead,bloom,Indie; Rock; Rock Alternativo,4
radiohead,bodysnatchers,Indie; Rock; Rock Alternativo,4
radiohead,burn the witch,Indie; Rock; Rock Alternativo,3
radiohead,climbing up the walls,Indie; Rock; Rock Alternativo,3
radiohead,codex,Indie; Rock; Rock Alternativo,3
radiohead,cuttooth,Indie; Rock; Rock Alternativo,1
radiohead,decks dark,Indie; Rock; Rock Alternativo,1
radiohead,desert island disk,Indie; Rock; Rock Alternativo,3
radiohead,dollars and cents,Indie; Rock; Rock Alternativo,3
radiohead,down is the new up,Indie; Rock; Rock Alternativo,3
radiohead,faust arp,Indie; Rock; Rock Alternativo,3
weezer,island in the sun,Indie; Rock; Rock Alternativo,3
weezer,all my favorite songs,Indie; Rock; Rock Alternativo,5
weezer,hash pipe,Indie; Rock; Rock Alternativo,6
weezer,perfect situation,Indie; Rock; Rock Alternativo,1
weezer,buddy holly,Indie; Rock; Rock Alternativo,1
weezer,stand by me,Indie; Rock; Rock Alternativo,3
weezer,qb blitz,Indie; Rock; Rock Alternativo,1
weezer,my best friend,Indie; Rock; Rock Alternativo,4
weezer,happy together,Indie; Rock; Rock Alternativo,6
weezer,hero,Indie; Rock; Rock Alternativo,5
weezer,grapes of wrath,Indie; Rock; Rock Alternativo,1
weezer,i need some of that,Indie; Rock; Rock Alternativo,5
weezer,take on me,Indie; Rock; Rock Alternativo,4
weezer,africa,Indie; Rock; Rock Alternativo,1
weezer,my name is jonas,Indie; Rock; Rock Alternativo,4
weezer,in the garage,Indie; Rock; Rock Alternativo,3
weezer,thank god for girls,Indie; Rock; Rock Alternativo,6
weezer,1 more hit,Indie; Rock; Rock Alternativo,1
weezer,all my friends are insects,Indie; Rock; Rock Alternativo,3
weezer,all the good ones,Indie; Rock; Rock Alternativo,5
weezer,aloo gobi,Indie; Rock; Rock Alternativo,5
weezer,american gigolo,Indie; Rock; Rock Alternativo,4
weezer,automatic,Indie; Rock; Rock Alternativo,4
weezer,autopilot,Indie; Rock; Rock Alternativo,3
weezer,back to the shack,Indie; Rock; Rock Alternativo,2
weezer,beach boys,Indie; Rock; Rock Alternativo,5
weezer,beginning of the end,Indie; Rock; Rock Alternativo,3
weezer,beverly hills,Indie; Rock; Rock Alternativo,5
weezer,bird with a broken wing,Indie; Rock; Rock Alternativo,2
weezer,blue dream,Indie; Rock; Rock Alternativo,3
death cab for cutie,transatlanticism,Indie,3
death cab for cutie,i will follow you into the dark,Indie,6
death cab for cutie,you can do better than me,Indie,3
death cab for cutie,this charming man,Indie,3
death cab for cutie,tiny vessels,Indie,1
death cab for cutie,northern lights,Indie,3
death cab for cutie,meet me on the equinox,Indie,0
death cab for cutie,20th century towers,Indie,4
death cab for cutie,405,Indie,3
death cab for cutie,a diamond and a tether,Indie,1
death cab for cutie,a lack of color,Indie,3
death cab for cutie,a movie script ending,Indie,1
death cab for cutie,all is full of love,Indie,4
death cab for cutie,amputations,Indie,3
death cab for cutie,army corps of architects,Indie,4
death cab for cutie,bixby canyon bridge,Indie,3
death cab for cutie,black sun,Indie,4
death cab for cutie,blacking out the friction,Indie,3
death cab for cutie,brothers on a hotel bed,Indie,3
death cab for cutie,champagne from a paper cup,Indie,3
death cab for cutie,codes and keys,Indie,3
death cab for cutie,company calls,Indie,5
death cab for cutie,company calls epilogue,Indie,6
death cab for cutie,coney island,Indie,4
death cab for cutie,crooked teeth,Indie,5
death cab for cutie,death of an interior decorator,Indie,3
death cab for cutie,debate exposes doubt,Indie,3
death cab for cutie,different names for the same thing,Indie,4
death cab for cutie,doors unlocked and open,Indie,4
death cab for cutie,dream scream,Indie,0
bright eyes,at the bottom of everything,Indie,5
bright eyes,mariana trench,Indie,2
bright eyes,a song to pass the time,Indie,6
bright eyes,amy in the white coat,Indie,6
bright eyes,an attempt to tip the scales,Indie,3
bright eyes,arienette,Indie,1
bright eyes,bad blood,Indie,5
bright eyes,blue angels air show,Indie,3
bright eyes,blue christmas,Indie,3
bright eyes,bowl of oranges,Indie,1
bright eyes,burn rubber,Indie,4
bright eyes,cartoon blues,Indie,5
bright eyes,classic cars,Indie,6
bright eyes,cleanse song,Indie,1
bright eyes,coat check dream song,Indie,5
bright eyes,coyote song,Indie,1
bright eyes,devil in the details,Indie,2
bright eyes,devil town,Indie,4
bright eyes,down in a rabbit hole,Indie,3
bright eyes,drunk kid catholic,Indie,2
bright eyes,false advertising,Indie,1
bright eyes,firewall,Indie,5
bright eyes,first day of my life,Indie,5
bright eyes,four winds,Indie,1
bright eyes,from a balance beam,Indie,5
bright eyes,gold mine gutted,Indie,3
bright eyes,haile selassie,Indie,5
bright eyes,hit the switch,Indie,1
bright eyes,hot knives,Indie,5
bright eyes,i believe in symmetry,Indie,6
animal collective,also frightened,Indie,6
animal collective,alvin row,Indie,5
animal collective,amanita,Indie,3
animal collective,applesauce,Indie,1
animal collective,april and the phantom,Indie,2
animal collective,baby day,Indie,4
animal collective,banshee beat,Indie,1
animal collective,bees,Indie,4
animal collective,bleed,Indie,4
animal collective,bluish,Indie,1
animal collective,brother sport,Indie,3
animal collective,chocolate girl,Indie,5
animal collective,chores,Indie,4
animal collective,cobwebs,Indie,5
animal collective,college,Indie,4
animal collective,cuckoo cuckoo,Indie,1
animal collective,daffy duck,Indie,3
animal collective,daily routine,Indie,1
animal collective,derek,Indie,5
animal collective,did you see the words,Indie,2
animal collective,doggy,Indie,3
animal collective,dragon slayer,Indie,5
animal collective,essplode,Indie,5
animal collective,father time,Indie,5
animal collective,fickle cycle,Indie,5
animal collective,fireworks,Indie,1
animal collective,flesh canoe,Indie,1
animal collective,floridada,Indie,1
animal collective,for reverend green,Indie,5
animal collective,forest gospel,Indie,4
guided by voices,motor away,Indie,4
guided by voices,run wild,Indie,4
guided by voices,a farewell to arms,Indie,4
guided by voices,a kind of love,Indie,4
guided by voices,a salty salute,Indie,4
guided by voices,a trophy mule in particular,Indie,3
guided by voices,always gone,Indie,3
guided by voices,andre the hawk,Indie,3
guided by voices,apology in advance,Indie,3
guided by voices,arthur has business elsewhere,Indie,4
guided by voices,asia minor,Indie,4
guided by voices,asphyxiated circle,Indie,3
guided by voices,back to the lake,Indie,4
guided by voices,bad and rare,Indie,4
guided by voices,beat your wings,Indie,5
guided by voices,big school,Indie,4
guided by voices,black ghost pie,Indie,4
guided by voices,break even,Indie,4
guided by voices,bulldog skin,Indie,3
guided by voices,bunco men,Indie,3
guided by voices,car language,Indie,3
guided by voices,cat beats a drum,Indie,4
guided by voices,chasing heather crazy,Indie,3
guided by voices,cheyenne,Indie,4
guided by voices,christian animation torch carriers,Indie,3
guided by voices,cruise,Indie,3
guided by voices,dank star ground control,Indie,4
guided by voices,dead cloud,Indie,3
guided by voices,demons are real,Indie,3
guided by voices,dirty water,Indie,4
elton john,your song,Soft Rock; Romântico; Pop/Rock,5
elton john,rocket man,Soft Rock; Romântico; Pop/Rock,5
elton john,sacrifice,Soft Rock; Romântico; Pop/Rock,4
elton john,can you feel the love tonight,Soft Rock; Romântico; Pop/Rock,4
elton john,nikita,Soft Rock; Romântico; Pop/Rock,5
elton john,goodbye yellow brick road,Soft Rock; Romântico; Pop/Rock,2
elton john,candle in the wind,Soft Rock; Romântico; Pop/Rock,4
elton john,the one,Soft Rock; Romântico; Pop/Rock,3
elton john,daniel,Soft Rock; Romântico; Pop/Rock,1
elton john,tiny dancer,Soft Rock; Romântico; Pop/Rock,1
elton john,circle of life,Soft Rock; Romântico; Pop/Rock,2
elton john,kiss the bride,Soft Rock; Romântico; Pop/Rock,3
elton john,bennie and the jets,Soft Rock; Romântico; Pop/Rock,4
elton john,a dream come true,Soft Rock; Romântico; Pop/Rock,3
elton john,a good heart,Soft Rock; Romântico; Pop/Rock,5
elton john,a town called jubilee,Soft Rock; Romântico; Pop/Rock,1
elton john,all the girls love alice,Soft Rock; Romântico; Pop/Rock,5
elton john,american triangle,Soft Rock; Romântico; Pop/Rock,1
elton john,and the house fell down,Soft Rock; Romântico; Pop/Rock,5
elton john,answer in the sky,Soft Rock; Romântico; Pop/Rock,1
elton john,ballad of the boy in the red shoes,Soft Rock; Romântico; Pop/Rock,3
elton john,believe,Soft Rock; Romântico; Pop/Rock,4
elton john,birds,Soft Rock; Romântico; Pop/Rock,4
elton john,blue eyes,Soft Rock; Romântico; Pop/Rock,4
elton john,blue wonderful,Soft Rock; Romântico; Pop/Rock,1
elton john,blues never fade away,Soft Rock; Romântico; Pop/Rock,5
elton john,burn down the mission,Soft Rock; Romântico; Pop/Rock,4
elton john,claw hammer,Soft Rock; Romântico; Pop/Rock,2
elton john,crocodile rock,Soft Rock; Romântico; Pop/Rock,3
elton john,dark diamond,Soft Rock; Romântico; Pop/Rock,5
sara bareilles,she used to be mine,Pop; Romântico,1
sara bareilles,never ever getting rid of me,Pop; Romântico,5
sara bareilles,gravity,Pop; Romântico,5
sara bareilles,love song,Pop; Romântico,5
sara bareilles,brave,Pop; Romântico,1
sara bareilles,many the miles,Pop; Romântico,1
sara bareilles,i choose you,Pop; Romântico,2
sara bareilles,little voice,Pop; Romântico,5
sara bareilles,orpheus,Pop; Romântico,6
sara bareilles,1000 times,Pop; Romântico,1
sara bareilles,goodbye yellow brick road,Pop; Romântico,2
sara bareilles,poetry by dead men,Pop; Romântico,5
sara bareilles,coming back to you,Pop; Romântico,1
sara bareilles,love on the rocks,Pop; Romântico,1
sara bareilles,opening up,Pop; Romântico,2
sara bareilles,more love,Pop; Romântico,2
sara bareilles,ghost light,Pop; Romântico,5
sara bareilles,armor,Pop; Romântico,5
sara bareilles,august moon,Pop; Romântico,3
sara bareilles,basket case,Pop; Romântico,2
sara bareilles,beautiful girl,Pop; Romântico,1
sara bareilles,between the lines,Pop; Romântico,5
sara bareilles,bluebird,Pop; Romântico,4
sara bareilles,bottle it up,Pop; Romântico,5
sara bareilles,breathe again,Pop; Romântico,5
sara bareilles,bright lights and cityscapes,Pop; Romântico,1
sara bareilles,chasing the sun,Pop; Romântico,1
sara bareilles,city,Pop; Romântico,4
sara bareilles,come round soon,Pop; Romântico,0
sara bareilles,dear hope,Pop; Romântico,4
relient k,deathbed,Pop/Punk; Gospel/Religioso; Rock,1
relient k,air for free,Pop/Punk; Gospel/Religioso; Rock,3
relient k,my girlfriend,Pop/Punk; Gospel/Religioso; Rock,3
relient k,i so hate consequences,Pop/Punk; Gospel/Religioso; Rock,1
relient k,let it all out,Pop/Punk; Gospel/Religioso; Rock,1
relient k,trademark,Pop/Punk; Gospel/Religioso; Rock,4
relient k,devastation and reform,Pop/Punk; Gospel/Religioso; Rock,3
relient k,lost boy,Pop/Punk; Gospel/Religioso; Rock,1
relient k,bee your man,Pop/Punk; Gospel/Religioso; Rock,1
relient k,cat,Pop/Punk; Gospel/Religioso; Rock,6
relient k,12 days of christmas,Pop/Punk; Gospel/Religioso; Rock,1
relient k,17 magazine,Pop/Punk; Gospel/Religioso; Rock,4
relient k,angels we have heard on high,Pop/Punk; Gospel/Religioso; Rock,3
relient k,apathetic way to be,Pop/Punk; Gospel/Religioso; Rock,5
relient k,at least we made it this far,Pop/Punk; Gospel/Religioso; Rock,5
relient k,baby,Pop/Punk; Gospel/Religioso; Rock,6
relient k,balloon ride,Pop/Punk; Gospel/Religioso; Rock,4
relient k,be my escape,Pop/Punk; Gospel/Religioso; Rock,1
relient k,beaming,Pop/Punk; Gospel/Religioso; Rock,3
relient k,bite my tongue,Pop/Punk; Gospel/Religioso; Rock,5
relient k,breakdown,Pop/Punk; Gospel/Religioso; Rock,4
relient k,candlelight,Pop/Punk; Gospel/Religioso; Rock,3
relient k,charles in charge,Pop/Punk; Gospel/Religioso; Rock,4
relient k,collapsible lung,Pop/Punk; Gospel/Religioso; Rock,5
relient k,college kids,Pop/Punk; Gospel/Religioso; Rock,2
relient k,come right out and say it,Pop/Punk; Gospel/Religioso; Rock,1
relient k,curl up and die,Pop/Punk; Gospel/Religioso; Rock,1
relient k,deck the halls,Pop/Punk; Gospel/Religioso; Rock,4
relient k,disaster,Pop/Punk; Gospel/Religioso; Rock,1
relient k,down in flames,Pop/Punk; Gospel/Religioso; Rock,1
new found glory,3rd and long,Pop/Punk; Punk Rock,5
new found glory,47,Pop/Punk; Punk Rock,5
new found glory,a thousand years,Pop/Punk; Punk Rock,6
new found glory,all about her,Pop/Punk; Punk Rock,1
new found glory,all downhill from here,Pop/Punk; Punk Rock,3
new found glory,angel,Pop/Punk; Punk Rock,5
new found glory,anthem for the unwanted,Pop/Punk; Punk Rock,2
new found glory,backseat,Pop/Punk; Punk Rock,2
new found glory,ballad for the lost romantics,Pop/Punk; Punk Rock,4
new found glory,belated,Pop/Punk; Punk Rock,0
new found glory,better off dead,Pop/Punk; Punk Rock,1
new found glory,black and blue,Pop/Punk; Punk Rock,3
new found glory,boulders,Pop/Punk; Punk Rock,3
new found glory,boy crazy,Pop/Punk; Punk Rock,5
new found glory,broken sound,Pop/Punk; Punk Rock,4
new found glory,caught in the act,Pop/Punk; Punk Rock,1
new found glory,come back bon jovi,Pop/Punk; Punk Rock,3
new found glory,coming home,Pop/Punk; Punk Rock,3
new found glory,connect the dots,Pop/Punk; Punk Rock,5
new found glory,connected,Pop/Punk; Punk Rock,4
new found glory,constant static,Pop/Punk; Punk Rock,1
new found glory,crazy for you,Pop/Punk; Punk Rock,5
new found glory,degenerate,Pop/Punk; Punk Rock,4
new found glory,dig my own grave,Pop/Punk; Punk Rock,3
new found glory,doubt full,Pop/Punk; Punk Rock,6
new found glory,dressed to kill,Pop/Punk; Punk Rock,3
new found glory,drill it in my brain,Pop/Punk; Punk Rock,6
new found glory,dumped,Pop/Punk; Punk Rock,6
new found glory,ending in tragedy,Pop/Punk; Punk Rock,3
new found glory,eye of the tiger,Pop/Punk; Punk Rock,5
alanis morissette,hand in my pocket,Pop/Rock; Rock,1
alanis morissette,ironic,Pop/Rock; Rock,5
alanis morissette,head over feet,Pop/Rock; Rock,5
alanis morissette,you oughta know,Pop/Rock; Rock,2
alanis morissette,you learn,Pop/Rock; Rock,3
alanis morissette,thank u,Pop/Rock; Rock,3
alanis morissette,that i would be good,Pop/Rock; Rock,4
alanis morissette,crazy,Pop/Rock; Rock,6
alanis morissette,uninvited,Pop/Rock; Rock,3
alanis morissette,hands clean,Pop/Rock; Rock,2
alanis morissette,guardian,Pop/Rock; Rock,1
alanis morissette,all i really want,Pop/Rock; Rock,6
alanis morissette,flinch,Pop/Rock; Rock,5
alanis morissette,reasons i drink,Pop/Rock; Rock,1
alanis morissette,perfect,Pop/Rock; Rock,3
alanis morissette,forgiven,Pop/Rock; Rock,3
alanis morissette,olive branch,Pop/Rock; Rock,3
alanis morissette,citizen of the planet,Pop/Rock; Rock,1
alanis morissette,offer,Pop/Rock; Rock,1
alanis morissette,21 things i want in a lover,Pop/Rock; Rock,2
alanis morissette,a man,Pop/Rock; Rock,1
alanis morissette,ablaze,Pop/Rock; Rock,1
alanis morissette,bent 4 u,Pop/Rock; Rock,2
alanis morissette,celebrity,Pop/Rock; Rock,5
alanis morissette,closer than you might believe,Pop/Rock; Rock,5
alanis morissette,comfort,Pop/Rock; Rock,2
alanis morissette,death of cinderella,Pop/Rock; Rock,1
alanis morissette,diagnosis,Pop/Rock; Rock,1
alanis morissette,doth i protest too much,Pop/Rock; Rock,6
alanis morissette,edge of evolution,Pop/Rock; Rock,4
boyce avenue,stand by me,Pop/Rock; Romântico,3
boyce avenue,someone you loved,Pop/Rock; Romântico,1
boyce avenue,you say,Pop/Rock; Romântico,1
boyce avenue,heaven,Pop/Rock; Romântico,5
boyce avenue,perfect,Pop/Rock; Romântico,5
boyce avenue,just the way you are,Pop/Rock; Romântico,1
boyce avenue,someone like you,Pop/Rock; Romântico,1
boyce avenue,wonderful tonight,Pop/Rock; Romântico,4
boyce avenue,fast car,Pop/Rock; Romântico,6
boyce avenue,a thousand miles,Pop/Rock; Romântico,5
boyce avenue,beautiful soul,Pop/Rock; Romântico,2
boyce avenue,a sky full of stars,Pop/Rock; Romântico,3
boyce avenue,a thousand years,Pop/Rock; Romântico,6
boyce avenue,all of me,Pop/Rock; Romântico,5
boyce avenue,anytime,Pop/Rock; Romântico,3
boyce avenue,apologize,Pop/Rock; Romântico,3
boyce avenue,babylon,Pop/Rock; Romântico,1
boyce avenue,bad habits,Pop/Rock; Romântico,6
boyce avenue,best of you,Pop/Rock; Romântico,6
boyce avenue,blackbird,Pop/Rock; Romântico,4
boyce avenue,blame,Pop/Rock; Romântico,1
boyce avenue,bleeding love,Pop/Rock; Romântico,2
boyce avenue,call me maybe,Pop/Rock; Romântico,6
boyce avenue,cheap thrills,Pop/Rock; Romântico,2
boyce avenue,closer,Pop/Rock; Romântico,1
boyce avenue,cold heart,Pop/Rock; Romântico,5
boyce avenue,dare to believe,Pop/Rock; Romântico,1
boyce avenue,daylight,Pop/Rock; Romântico,2
boyce avenue,dream on,Pop/Rock; Romântico,1
boyce avenue,drive,Pop/Rock; Romântico,3
rush,tom sawyer,Progressivo; Rock,4
rush,the spirit of radio,Progressivo; Rock,3
rush,bravado,Progressivo; Rock,4
rush,closer to the heart,Progressivo; Rock,3
rush,limelight,Progressivo; Rock,3
rush,finding my way,Progressivo; Rock,1
rush,time stand still,Progressivo; Rock,5
rush,2112,Progressivo; Rock,5
rush,animate,Progressivo; Rock,4
rush,roll the bones,Progressivo; Rock,6
rush,red sector a,Progressivo; Rock,3
rush,subdivisions,Progressivo; Rock,4
rush,a passage to bangkok,Progressivo; Rock,3
rush,distant early warning,Progressivo; Rock,3
rush,force ten,Progressivo; Rock,4
rush,the garden,Progressivo; Rock,5
rush,xanadu,Progressivo; Rock,3
rush,a farewell to kings,Progressivo; Rock,3
rush,anthem,Progressivo; Rock,1
rush,armor and sword,Progressivo; Rock,2
rush,bastille day,Progressivo; Rock,4
rush,between the wheels,Progressivo; Rock,3
rush,bravest face,Progressivo; Rock,5
rush,bu2b,Progressivo; Rock,4
rush,bu2b2,Progressivo; Rock,4
rush,caravan,Progressivo; Rock,4
rush,carnies,Progressivo; Rock,3
rush,ceiling unlimited,Progressivo; Rock,3
rush,cinderella man,Progressivo; Rock,4
rush,circumstances,Progressivo; Rock,4
the beatles,let it be,Rock; Psicodelia; Pop/Rock,5
the beatles,hey jude,Rock; Psicodelia; Pop/Rock,6
the beatles,here comes the sun,Rock; Psicodelia; Pop/Rock,4
the beatles,something,Rock; Psicodelia; Pop/Rock,3
the beatles,come together,Rock; Psicodelia; Pop/Rock,4
the beatles,i want to hold your hand,Rock; Psicodelia; Pop/Rock,3
the beatles,get back,Rock; Psicodelia; Pop/Rock,6
the beatles,all you need is love,Rock; Psicodelia; Pop/Rock,5
the beatles,while my guitar gently weeps,Rock; Psicodelia; Pop/Rock,4
the beatles,blackbird,Rock; Psicodelia; Pop/Rock,4
